Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
36800,135315,274500,55600,85300,31050,75000,168500,40123,156000,105500,7020,370000,20950,104500,148500,64324,112500,3540,839000,41750,8280,231000,47550,14250,44900,61900,312500,123500,51900,360500,50500,47800,69000,23373,5350,110744,281381,18050,7180,9370,420124,54200,339500,193000,292000,8890,42650,115500,34750,51400,82100,271663,75700,43900,322000,1350000,41800,20800,26350,369000,59800,114500,150012,25500,257000,18000,107500,97900,13650,27550,20050,37050,4925,116000,15450,15750,214500,87200,42600,10550,193500,227500,33800,31500,97300,60000,205500,43150,111000,330000,178500,145500,346500,156000,31400,410000,16500,41500
35500,128714,267500,53100,86200,29700,72800,169500,39665,145500,102500,6940,372000,20750,101500,143000,63070,108000,3400,818000,41750,8060,215000,45200,14000,45950,60100,309000,121500,51100,358000,49250,46400,69900,23205,5350,108250,279186,17700,7160,9080,420606,52700,330500,189500,291000,8840,41500,114000,34700,51100,79300,264625,77800,42900,320500,1354000,40650,20650,24850,371000,57000,116500,153217,25400,251000,18250,106000,96600,13600,27050,19750,36550,4720,113500,15050,15450,205000,82900,40850,10250,190500,228000,33350,31650,97200,62700,200000,42000,112500,329000,176500,142000,341000,155500,30850,413000,16450,40300
35750,131072,267500,55300,85000,29550,73800,172500,39940,139500,102500,6960,371000,20650,99300,142500,64227,108000,3425,835000,42100,8000,213000,45950,13950,46250,60600,305000,119500,52600,353500,49850,46450,70100,22954,5500,111243,278308,18050,7130,8970,424942,51900,335500,186500,297000,8850,41450,113000,34450,50800,79900,273540,77700,42800,317500,1328000,41200,21100,25300,365500,57100,117000,153818,25750,249000,18100,106000,96300,13600,26900,19950,35800,4580,113500,15450,15200,205000,81000,40800,9760,196500,228500,33200,32100,97200,61900,198500,41150,115500,324000,182000,146000,333000,158500,31650,421500,16150,41000
34300,130600,265000,55600,86100,30950,74300,167500,38658,140500,102000,6950,367500,20700,100000,151500,60659,111500,3460,835000,40500,8040,212500,45200,14200,46150,59300,314000,122000,55000,358500,50500,46500,69500,22913,5380,116730,277869,18050,7155,9080,391698,52000,339000,184500,309500,8850,41350,112500,35600,51500,81100,284331,79900,42950,317500,1335000,40950,20550,25350,360500,59800,114000,149612,25700,249000,17750,107500,96600,13400,26900,20000,37050,4455,112500,15150,15150,201000,83500,42400,10350,197000,229000,33700,31700,96200,63400,205000,41600,115500,328000,179000,144500,340500,153000,31150,429000,16050,40400
33200,131072,259500,54000,83700,30800,73700,163000,38932,142000,102500,7020,381000,20600,99200,148500,61045,119000,3415,837000,42500,8120,214000,43700,14100,45550,57300,315000,123500,55800,387500,50400,44050,70600,22662,5340,119723,280064,19000,7000,9100,395552,52500,347500,188000,314500,8810,42700,111500,33950,51000,80800,284800,79700,43050,317500,1398000,41000,20300,25400,366500,60100,111500,150413,25850,251500,18150,107000,95600,13650,27000,20000,37450,4620,115000,14950,15400,205000,84300,42150,10500,196500,230500,33800,32450,96400,64600,205500,42650,114000,330000,187500,145000,339000,149000,31100,414500,16050,40900
33700,133901,264000,57500,85700,30850,76500,168000,39849,144500,109500,7140,386000,21850,102000,148500,62298,123500,3550,859000,43950,8520,214000,46000,14950,46650,59000,329000,125500,57300,401500,52600,44050,72100,23623,5680,123215,287965,19650,7010,9350,405670,52800,352500,202000,322500,8960,42850,115500,33650,54400,84100,284800,83000,43300,333500,1396000,41200,21400,27000,371000,64200,114500,152816,26150,259000,18300,107000,98400,14000,27400,20650,38300,4885,116500,15650,15400,210000,86600,42350,10600,200500,233000,34750,32000,96800,62000,212000,43150,116500,348000,195000,149000,353500,152500,32000,417000,16900,42100
34000,128714,266500,54700,83500,30700,76100,163000,39574,140500,112500,7280,374000,21850,102000,149500,61913,119000,3570,831000,43650,8510,220000,45250,14700,46800,59200,322000,125000,57800,401000,51800,42700,70800,22620,5400,125211,287965,20400,6940,9160,407115,52400,350500,201500,320000,8870,42550,116500,34050,54100,83300,279639,80900,43000,334000,1424000,42400,21100,26500,360000,62700,111500,149612,25950,256500,17500,105000,98000,13900,27700,20700,37900,4780,116500,15700,15250,213500,86700,42700,10650,203000,231500,34850,32200,98400,59900,214000,43850,117000,337500,197000,149500,341000,154000,31000,409000,16800,42800
34600,128714,266500,57100,85200,31000,76000,160000,39849,140000,113000,7170,375000,21500,99900,149000,63938,116500,3610,822000,42850,8580,225500,46150,14800,47950,59600,331000,127500,56800,402000,52300,43900,71200,23456,5700,120721,288843,19750,6920,9250,417233,54100,347500,202500,309000,9020,43950,116500,35150,54000,83200,283393,83700,44100,335500,1433000,42100,20150,25600,378500,62400,111000,148009,26650,258500,18300,104500,99100,13800,27700,19600,38600,4905,118000,15300,15700,207500,86700,43200,10750,205000,235000,34850,33050,96500,60000,215500,43800,115000,338500,188500,146000,342000,158000,31100,418000,16850,42950
34800,128714,263000,60400,84300,31950,80700,160000,40307,141000,115000,7360,388500,22650,108000,148000,62395,116000,3680,846000,43050,8570,224000,48350,15000,47000,59700,342000,129500,57100,397500,55200,43850,71200,23958,6010,120222,290599,19800,6920,9490,402779,54100,352000,207000,311000,9030,43750,121500,34200,55600,84400,282454,83900,44600,348500,1452000,42400,20950,26600,368000,63400,112000,147208,27050,257500,18200,103500,99800,13400,27700,20500,38800,4960,117000,15500,15750,206500,88400,44400,10900,205000,237000,35000,34500,96700,58500,218000,44450,116000,352000,197000,148000,354500,158000,32250,416000,17800,44900
35650,134844,263000,63000,84800,31450,81000,164500,40215,145000,112000,7370,392000,22900,111500,153500,62395,122500,3725,844000,42300,8750,225500,48450,15350,46650,60200,354000,129000,56700,419500,56800,43900,71700,23874,6220,119723,294111,20050,6915,9440,410488,54500,355000,206000,308500,8990,43850,123000,36500,55800,83400,277762,85000,44250,351000,1455000,41850,20300,26300,372000,64500,114000,149812,27550,258500,18800,103500,100000,13750,27950,20600,38150,4965,117000,15850,15700,207500,88300,41800,11050,206000,237000,35500,34600,95600,58500,216000,45200,112500,350500,197500,155000,369000,154000,32100,420500,17650,45100
36400,132486,265000,61300,89500,31300,80000,164000,40123,139000,110000,7240,378000,22200,110500,151000,62395,125000,3690,860000,42250,8560,227000,46600,14950,47250,60600,343500,130000,56000,391500,55100,42550,71900,23540,6220,120721,289282,19500,6970,9330,407597,52900,350500,202000,311500,8970,43250,120500,34850,54700,83600,277293,82300,43800,343000,1480000,40300,20550,25050,372500,61700,114000,144805,27650,257000,19000,104000,100500,14450,27700,19900,37750,4780,118000,15400,15700,203000,87400,41900,10850,201000,242000,34650,34900,95800,57200,217000,45550,112000,348000,195500,154000,367500,155500,30950,437500,17150,43850
35600,132015,262000,60800,88500,30800,79300,158500,39391,146000,111000,6960,376500,21900,106500,154500,60755,122500,3745,821000,40850,8690,226000,44500,15150,47050,60500,339000,127000,56300,389000,54700,42400,70600,23498,6060,118227,286209,19700,6895,9130,388325,52700,350000,204000,306500,8980,42700,120000,34500,54500,84600,274009,82000,43800,349500,1449000,40750,20350,23850,363000,60400,107000,139998,27300,257500,18950,102000,98800,14150,27950,20300,36750,4795,115500,14900,15600,203500,86700,41250,10700,203000,243000,35700,32900,93800,54800,217000,45450,111000,345500,192000,152000,367500,150500,31000,415000,17650,43700
37400,134372,269000,60900,87800,31500,79900,155500,39299,146500,110000,7040,390500,22600,108000,152000,62395,125000,3835,844000,40600,8810,229000,45000,15250,47000,63500,342500,129500,57100,398000,55100,43100,73600,24878,6290,118227,287087,20100,6970,9540,397961,55100,349500,204500,312000,8980,44550,122000,33700,54900,86400,278701,86200,45000,353500,1479000,42150,21050,24050,352000,63200,108000,137995,28450,263500,19600,103000,100500,13800,28150,20200,36950,4830,118000,15400,16050,204500,90000,41750,10750,207000,241500,35850,33150,96100,56000,219000,44100,104500,353000,196000,153000,366000,148000,30650,420000,19200,44700
37950,134372,273000,59300,84100,31700,77800,154000,38932,141500,109500,6930,393500,22450,105500,142000,60755,120500,3830,838000,41700,8690,216000,42650,14900,47000,65400,340000,131500,57300,382500,54600,40300,72800,24627,6170,116231,287087,19900,6880,9640,385435,55100,353000,205000,301000,8960,43900,124000,32150,55100,85100,269786,85200,45450,349500,1409000,44450,20950,23550,360000,61000,106500,137795,28950,263000,19750,103000,102000,13850,28100,20350,36250,4880,116500,14500,16050,208500,93400,38350,10700,206000,235500,35850,33500,98600,53200,221000,40050,104500,354000,209000,149500,353000,149000,30650,381000,19100,45300
36850,137673,267500,62100,84000,32000,80600,153000,41406,148500,113000,7140,405500,23900,110500,142000,63841,120500,3875,850000,41700,8850,223000,44200,15400,46600,63100,356000,135000,58500,392000,56800,41400,75300,25630,5770,119225,291038,20250,6800,9710,413861,55500,359000,213500,308000,8960,44900,126500,31850,57700,85700,286208,89200,45900,366500,1436000,45150,21850,24350,357000,62500,107500,138997,28800,265500,20300,104500,102000,14000,28550,20600,37100,5050,119500,15100,16250,215000,94400,40150,11050,195500,237500,36050,34750,99100,54100,220500,40850,102500,369500,201000,151500,369000,148000,31150,407500,19750,46000
34800,140973,260500,63800,87000,32200,80700,152000,41589,153500,111500,7320,407500,24400,115000,146500,64902,126000,4025,859000,40900,9060,235500,45700,16000,47650,60000,365000,134000,58800,418500,57300,43800,75000,26759,5710,122218,300256,20600,6735,9720,423978,55000,368000,214500,308000,8980,44000,130000,32450,58000,89500,280108,90900,45500,373500,1423000,45600,23150,25850,360000,64000,109500,138195,28600,269000,21200,100500,100500,13400,28300,20100,36650,5140,122000,15550,16000,219500,92900,42300,11000,196500,234500,36900,35000,93000,57900,219000,41150,104500,365500,192500,149000,374000,149000,31450,408000,20450,45900
35900,141916,257500,63600,86300,32250,80100,156500,41772,155500,109500,7410,411500,24500,116500,146000,65770,132000,4050,878000,41850,9130,227000,45900,15950,48200,60200,369500,135000,60200,417000,56500,44550,77000,27596,5740,123714,302012,20650,6635,9790,423015,56000,372000,213000,321000,8990,45200,131000,32850,59100,90000,262748,93600,46700,370000,1441000,44550,23350,26150,359500,60700,112000,141600,28650,274500,22150,102500,104000,13950,28100,20950,39500,5160,122500,15850,16300,218500,91500,42850,11450,228500,241500,37300,34550,95100,54000,223000,40800,106000,363000,199000,145000,365500,152000,32300,408000,21650,46300
36000,145688,261500,69600,88400,32850,84200,161500,42414,153000,111500,7540,428000,25550,121500,145000,66927,129500,4185,886000,41050,9510,230000,45850,16850,49400,61100,366000,140500,60100,431500,60700,45350,79000,27846,6050,126707,310353,20700,6630,10150,433132,56900,381500,215000,324000,8990,45950,132000,32500,59600,94600,256179,90000,47250,380500,1437000,45900,24150,27700,367000,64000,114000,143603,28850,282000,22500,99500,106000,13900,28350,20750,39450,5220,126500,16200,16450,224000,94800,41350,11250,229500,246500,38150,35050,93900,53900,226500,42300,101500,380500,203500,148500,385500,151000,33950,429500,22200,46550
35550,145688,259000,72300,89200,32600,86000,161500,42139,148000,112000,7530,428500,25900,124500,145500,67120,126500,4220,888000,40600,9520,224000,47550,16850,49900,61000,372000,139500,58400,430500,62400,46300,78600,27219,6440,126707,312109,20850,6680,10050,434096,57400,380500,214500,328500,8940,46250,134000,30450,59600,95300,251018,89000,47550,377000,1398000,45900,24250,27900,361000,64300,114000,142401,28100,283500,22250,99000,103500,13700,28350,20500,39350,5250,125500,16850,16400,220000,93700,40250,11350,230000,241000,38200,35100,94600,54900,226000,40800,101000,381000,195500,147000,381500,151000,34200,420000,21600,46800
35350,142387,261500,67200,88400,33100,84700,154000,41956,150500,111500,7510,428500,25550,121500,146000,65674,125000,4165,888000,41500,9460,225500,46500,16400,49650,61100,360000,141000,58900,415500,60800,46050,77100,26550,6160,129202,307719,20750,6600,10000,433614,56000,372500,210000,338000,8990,45800,134500,29800,58600,94200,252895,89900,47450,375500,1392000,46400,23550,26600,365000,63900,113000,140399,28100,283000,22350,98400,104500,13250,27850,20350,39200,5320,124000,16800,16150,216000,93900,39900,11200,233500,230000,37500,34050,92600,54700,230000,40550,99300,381000,196000,148500,377000,151000,34000,421000,21000,46800
35550,144273,264000,69100,90900,33400,85000,154000,41497,151000,113000,7630,431000,25300,125000,145000,66349,125000,4210,890000,41850,9600,222000,48100,16850,50600,61600,368000,142500,59400,426500,64800,46400,77000,26676,6130,131197,307280,21000,6675,10000,437950,56100,379000,208000,340000,8960,46000,134000,30250,58700,96600,254303,90600,47150,368500,1420000,47700,23650,27100,353000,64000,111500,136193,27400,283500,22250,98600,105000,12450,27650,20650,38900,5380,123500,17050,16200,221500,93000,40250,11300,232000,226500,38050,33950,92100,54300,231500,41350,102500,372000,193500,146000,391000,154000,34300,420000,21100,46250
35900,138616,262000,71200,91000,33100,85600,152500,41406,152000,109500,7570,416500,25300,121000,139000,65192,129500,4080,846000,39600,9390,215000,48600,16200,51300,61000,352500,142500,58200,440000,62700,44400,77000,26801,6420,126208,311670,20350,6680,9770,438432,55000,364000,206000,337500,8940,44550,136500,30000,58200,94900,250549,90400,45850,363500,1381000,44400,23900,27250,356500,61600,111500,134991,27300,276500,22650,97200,103500,12500,27350,20600,37700,5240,123500,17150,16000,227000,91500,38350,10900,226500,222500,37150,32900,91500,51400,227500,40900,104000,372500,182500,141500,386500,152000,34600,421000,22400,46350
35300,138144,261000,67900,89800,33750,82500,153000,42688,150500,110000,7600,421500,25150,118000,140500,66927,126500,4105,855000,39950,9390,219000,46400,15950,51100,60200,352500,143000,58400,435500,60600,44350,76200,26968,6360,126208,311231,20400,6720,9790,453849,54400,357500,207500,329500,8950,44300,138000,29650,58800,93300,250080,89000,45500,363000,1362000,45250,23000,27050,363500,60700,108000,134791,26950,280000,23100,96000,103000,12400,27200,20400,37950,5220,124000,17650,15900,227000,89900,38650,11150,222000,223000,36350,32900,90300,52000,231000,39300,106500,376500,188000,144500,394000,157000,33800,419000,22750,45700
34550,138144,254000,70100,91400,31900,84200,148000,44979,148000,108000,7470,418500,25850,115500,138500,69242,128000,4035,857000,37900,9280,209000,47750,15800,51300,58500,339500,140000,58200,445000,61800,43450,74100,26759,6600,129202,307719,20200,6775,9480,462040,52300,355500,203500,336500,8910,41900,136000,29400,57800,94500,256649,88200,44300,337000,1385000,44350,23350,26850,363500,62500,104500,136193,27000,279500,23000,96500,102500,11900,27000,19800,37700,5090,125000,17300,15500,226000,89000,36950,10150,224000,222000,36200,32900,92000,44000,226500,38950,106500,363000,184500,134500,385500,154500,33950,451500,23550,44550
34050,139558,250500,73800,93400,31150,84000,149500,43604,144000,107500,7490,405500,25850,114500,134000,68470,124000,4085,810000,37750,9400,200500,49050,15850,50700,58500,339500,139000,58600,439000,61800,44700,73400,26718,6750,125710,302451,20150,6785,9530,465413,51800,350500,206000,332500,8910,41600,134500,29150,58300,93900,249142,92600,43750,338500,1343000,44000,22900,27150,353000,60300,103500,133990,26850,277000,22200,96000,103000,11700,27000,19800,37100,5060,125500,18450,15600,224000,87300,34650,10100,211000,222000,36900,33150,88400,43800,218000,38650,105000,368500,182500,129500,388000,157000,33900,435000,23200,42850
33550,137673,251500,74600,95000,31700,84200,148000,43604,144500,106000,7300,405500,26200,113000,127500,68760,124000,4070,784000,37550,9340,206000,48100,15900,49500,57200,342000,137500,58000,451500,63300,45300,73900,26759,6950,123714,301134,20100,6645,9430,464449,52400,340500,199000,330000,8910,41850,131000,27900,57600,94300,252895,96100,44750,330500,1338000,44300,22900,26250,351000,60200,104000,130585,26800,279000,22450,96700,107500,12050,27050,20300,37000,5070,125000,18250,15500,216000,85000,34800,10100,214000,223000,36700,33750,89700,45000,220500,38600,101000,363000,177500,129000,380000,157500,32950,425500,21700,42750
35000,145216,255000,74800,94800,31650,85800,151000,44521,144000,108500,7400,418000,27050,115500,129000,69628,126500,4180,782000,38200,9820,211500,47950,16900,51300,59000,349000,140000,59100,459500,63100,43050,76100,27387,7080,125211,308597,20350,6590,9770,478903,54600,346500,204500,331500,8910,43250,136500,26700,59200,98100,253833,96100,46250,343500,1337000,45450,23350,26700,352000,60700,108000,133789,26900,288000,23150,98400,106500,12300,27200,20300,37550,5030,128500,18550,16150,220000,86800,34900,10350,220500,227500,37550,34450,91200,44950,225500,39750,104500,373000,183500,132500,397000,158000,34200,433000,22350,45300
35000,147574,257000,79100,94500,32300,89700,157000,44795,144500,108500,7430,426500,27350,115500,130000,69531,124500,4215,779000,37000,9810,209000,51600,17050,52300,59300,354000,138500,59300,439000,67200,40450,76100,27554,7720,126707,315620,20150,6605,9870,471676,55100,343000,203500,329500,8830,43600,138500,26450,59000,98100,254303,95500,46350,352000,1328000,43500,24150,26900,352500,60300,108000,136193,27000,298000,22000,99100,106000,12500,27250,20500,38550,5150,130500,18450,16250,221000,86200,35050,10550,221000,227500,37600,35000,91700,46650,231500,39100,106000,380000,180000,132500,403500,151500,34600,429000,22400,46100
35400,146159,255500,60900,95200,32250,82900,150500,44429,137000,109000,7780,429000,26500,122000,130000,71460,121500,4085,758000,37800,9560,207000,45900,16350,52700,60200,346000,139000,57400,439000,58700,40250,76000,26592,5940,127705,304646,20100,6615,10250,477457,55400,337000,202000,335000,8860,43500,140000,26400,59200,94100,258056,96700,46350,352500,1320000,44500,23100,27550,364000,58300,112000,137194,27500,298500,22050,99200,107000,12700,27150,20300,38450,5160,129500,18450,16200,217000,87000,34000,10300,225000,227500,37450,34200,91900,45850,234500,38900,103000,367000,185500,130500,406000,150000,34100,430500,21700,47400
35600,151346,259500,67500,94600,32700,85400,156000,43971,131000,109500,7940,431500,27150,126000,129000,71364,127500,4150,772000,38300,9710,204500,47400,16550,51400,60000,357000,140000,58400,465500,61200,39850,76500,26843,6520,129202,309914,20150,6610,10300,470712,56000,342500,204000,336000,8900,44000,143000,27450,60300,94100,248203,98000,47050,345000,1310000,43850,24150,26650,359000,62000,113000,136193,27600,300500,22400,99800,108500,12800,27200,19650,38800,5180,129000,18850,16350,223000,86600,33550,10500,222000,224000,37300,35100,91300,45950,239000,38800,107500,368000,187000,129000,408500,147500,33200,418000,21050,47100
35250,154174,262000,68900,95300,33650,86300,156000,43055,128000,112500,7860,429500,27450,126500,128000,69917,121000,4195,773000,36450,9700,204500,47600,16300,51800,59700,352500,144500,59000,445000,62400,40550,77400,26508,6670,127705,313864,20500,6645,10300,460113,55400,345000,205000,328500,8900,44200,143000,27150,61100,93800,241634,98700,47000,343500,1246000,43350,24650,27000,352000,61500,112500,136994,27450,301500,22700,100000,110500,12700,27250,20050,38850,5140,130000,19050,16400,224000,87400,33950,10100,219000,224500,37100,36000,90700,44750,247000,38850,105500,377500,179000,129500,409500,145500,32500,399500,20850,47350
37000,156060,265000,69900,89100,33950,86500,158000,43146,127000,112000,7950,438500,28100,128000,125500,72039,118000,4250,783000,37200,9740,198000,47450,16200,50000,61400,361000,149000,59800,442500,63900,39650,78900,26968,6820,129700,314742,20750,6655,10350,481794,55900,346500,207000,329500,8900,45200,150500,26850,61800,94400,253364,98700,47950,338500,1264000,44500,25100,27300,354000,60900,113500,136593,27950,303500,22500,99600,111000,12750,27350,20200,39500,5170,130000,18850,16400,228000,88300,34550,10850,223500,222500,37450,35700,92500,46000,241500,39450,111000,391500,185500,127500,423500,141500,33000,410000,22000,49150
37000,157003,266500,70000,87900,33750,87900,162000,43696,128500,111500,7900,443500,28500,127500,120000,72617,120500,4260,784000,37250,9810,195000,46700,16200,49500,60600,360500,150000,60200,439500,64800,39250,79800,27052,7000,130199,320449,21000,6680,10450,475530,56400,347500,206000,328500,8910,44700,149500,28000,62400,94800,253364,98000,47750,344000,1268000,44650,25650,27000,353000,61000,113500,137795,28150,303000,22750,99600,112000,12700,27350,19750,39500,5140,129500,20200,16550,233000,90600,33800,11200,221000,223000,37500,36200,93800,45600,239000,40250,107500,384000,186500,130000,429500,139500,33200,408500,22200,48250
36900,155589,266000,69000,86700,33500,84000,161500,42780,127000,107500,7620,446000,27900,123000,118500,72231,121000,4230,777000,36350,9750,200000,45700,16000,49400,60500,360000,149500,60300,449000,64600,39300,78800,27387,6980,128703,315620,20950,6655,10400,463967,57600,350500,204000,322000,8940,45600,152500,27350,61000,93700,251018,98000,48200,345500,1269000,43850,24400,26300,361000,59500,116500,139597,27950,300000,22950,99200,112000,12500,27400,19400,39350,5280,129000,19750,16800,231500,90700,33100,11650,222000,222000,37650,36250,93800,45000,237500,39050,107000,377500,181500,127000,421000,140000,32300,398000,22200,48650
37250,154646,267000,69300,87000,33700,83000,164500,43604,129000,106000,7660,446500,28550,122500,123500,73582,121500,4235,784000,36400,9950,196000,44450,16500,49850,61800,363000,150500,60400,447500,63000,36800,79400,28181,6820,131197,317815,21100,6660,10500,464449,57600,354500,202000,328500,8950,45950,149000,26800,61700,95100,251957,96900,48400,342000,1287000,44350,23950,26450,360500,59600,117000,140198,27600,303000,22950,99200,113000,12700,27200,19450,39250,5470,130500,19350,17000,240000,91800,32400,11050,222000,221000,38000,36300,97300,45900,237000,39150,108500,379500,186000,132500,431500,141500,32500,414000,22650,48400
36700,157946,265000,74000,84600,33600,87500,171500,43146,129000,106000,7740,449000,29500,124000,125500,73292,123500,4250,747000,38150,10000,196000,47050,16400,49200,60800,370500,148500,60400,438500,66900,37300,79700,28557,7570,127705,328790,21550,6600,10250,456740,57300,351500,204000,323500,8960,45650,151500,26000,61100,95300,251487,96600,48100,348500,1277000,42850,25600,27050,353500,60700,114500,142401,27950,301500,23150,98500,112500,12750,27250,19500,39100,5610,128500,19150,16700,236500,91000,33400,10850,219500,220500,37550,36950,94400,43600,238500,39850,107500,379500,189000,125000,431000,139500,32700,388500,22500,47400
38100,159832,268500,73300,85400,33750,87200,175000,42230,132500,106000,7970,455000,29600,128500,125000,72039,123500,4325,746000,38600,10200,200000,46750,17000,50100,61500,371000,151000,60900,428000,68700,38700,80000,28850,7720,127705,333618,21400,6600,10150,443250,58200,359500,205000,328500,8940,46350,157500,25600,62700,96000,239288,97500,48100,354500,1290000,43150,25250,27000,335000,59800,113000,143603,27950,302500,23300,100500,114500,12600,27300,19450,39000,5740,127500,18900,16850,235500,90500,34350,11100,221500,221000,38050,37300,93800,45850,240000,39950,109000,394500,191500,133000,440500,143000,32400,368500,23600,47850
38000,159361,269500,64400,86100,33900,83000,174500,42414,129000,106000,7990,437500,29100,128000,124000,72521,125000,4320,741000,39000,10050,191000,43600,16500,51300,61400,358000,153000,61300,428000,65500,38300,81100,28515,6830,134190,329229,21400,6640,10000,444214,58200,356500,205000,342000,8930,46200,157000,26600,61700,94300,243980,97700,47700,345000,1313000,43000,23150,25900,332500,56400,117000,143603,28650,304000,23300,100000,114500,12700,27450,19500,38800,5540,129500,17750,16950,239500,91800,33850,11150,223500,224500,37150,35750,93900,46600,237000,39750,109500,387000,196500,133500,437000,140000,32550,386500,23050,48300
37000,154646,269500,63300,85800,33450,83100,165500,41681,129500,106000,7980,435000,29000,125500,123000,72231,123000,4150,739000,39200,9540,190500,42900,15700,51600,59800,359500,152000,60600,421000,65700,39200,81100,27554,6530,133192,327473,21000,6670,10050,442286,58000,359500,203000,342500,8910,45800,155500,25500,61800,91400,243042,95200,48000,340000,1309000,42150,23700,26200,347000,55900,117000,144204,28650,297000,22400,100500,112000,12900,27200,18400,38650,5470,127000,17300,16750,235500,91300,34150,10900,222000,222500,36850,35900,92900,47900,231500,39400,109500,383000,204500,130500,433000,140000,32050,389500,22150,48650
37500,153231,272000,62400,83400,33550,82300,154000,42414,129500,106000,7710,429000,27500,124500,121500,74160,121000,4105,746000,40650,9470,191000,41100,15350,50900,61300,350500,153500,60300,394500,62700,39200,77600,27972,6250,138680,327473,21100,6650,10100,452404,58200,342000,202000,350500,8860,45500,158500,24850,61600,87300,243042,95300,46700,339500,1331000,44300,22050,25350,358500,53700,113000,145606,28650,295500,22500,96100,112000,12650,27500,18450,39550,5130,129000,17200,16750,233500,91400,34050,10800,218500,226000,36100,35700,94200,47500,235000,39900,108500,389000,200500,131500,408500,135000,32050,398000,22700,47700
37600,153231,271500,63100,83500,33850,83900,152000,41039,130500,106000,7840,433000,27350,127000,116000,69724,121000,4180,748000,39500,9640,184000,40950,15550,52600,61500,359000,156000,61100,401500,61500,35550,76500,27888,6330,139179,341520,21050,6620,10250,426869,58400,342500,200000,347500,8910,45300,156000,25900,60300,88100,221459,94900,46950,330500,1293000,45100,22000,25600,342000,55100,112000,146407,29000,299000,22350,97000,112500,12900,27350,18250,39400,5160,127500,17250,16350,234500,88700,31900,10900,208500,228000,36050,36750,92800,47300,235000,39350,105500,386000,200000,125000,410000,134500,31800,370500,23900,48200
36950,156060,270000,65900,83000,33750,88200,154000,41497,125000,108000,7420,443500,28100,124500,115000,70881,120000,4280,761000,39100,9780,180500,42500,15700,51900,61800,367500,158000,61800,398000,61600,35100,78400,28557,6400,136684,343276,21550,6585,10150,430242,59200,342500,197500,350000,8940,45950,162000,25900,60500,88900,234597,99000,46800,341000,1304000,45350,21800,25200,346500,55500,112000,143603,29050,299000,22850,97600,112500,12850,27700,18600,39450,5220,128500,17600,16400,242500,90100,31850,11000,218500,230500,36450,37350,95700,47000,235000,40000,108500,385000,199000,124000,414000,136000,31950,359500,24250,48600
37550,154646,271000,61000,82900,33900,85200,153000,41864,128500,110500,7260,434000,28750,119500,110500,73678,120500,4030,771000,39100,9500,186500,40350,15100,53000,63100,360500,160000,62500,400000,59600,35900,81200,27972,6060,135188,341081,21450,6545,10350,444695,60300,341000,206500,339500,8930,46450,170000,25900,62000,88000,245857,103000,47600,343000,1312000,42600,22500,24400,355000,54500,113500,145606,29150,301000,23400,98400,113500,12900,27800,18900,39750,5160,132500,17250,16400,241000,90200,33050,11200,234000,231500,36450,37400,99100,48000,240000,37650,109000,406000,200000,121500,411000,143000,32250,390000,23650,49900
37200,155589,267000,64300,83100,33050,85900,157000,42230,123500,110000,7360,430000,28950,120000,117000,73871,120500,4005,781000,40150,9520,183000,40450,15250,53000,62400,372500,160000,64500,417500,59400,35450,81600,28390,6310,141673,345032,21500,6500,10500,443250,60700,345000,208500,351500,8940,46850,169000,25900,61400,89700,243042,101500,48150,339000,1390000,41350,22650,24200,355000,58200,114500,147809,29250,303500,23400,97400,114500,12500,27350,19050,39450,5250,132000,17400,16750,254000,93100,32850,11150,230500,228500,36400,37750,99400,48850,243500,37500,108500,400000,206500,127500,420000,148500,32600,404000,24150,50400
38250,153231,267500,63600,84500,33100,86000,156500,41956,116500,110000,7350,433500,28950,119500,118500,75028,116000,4165,794000,37200,9780,183500,40800,15600,53000,62900,372500,160000,65100,417500,60600,36800,81100,28557,5970,142670,343276,21800,6530,10450,449032,61200,343000,196500,349000,8950,47750,168500,26100,61300,91100,254303,102000,47650,360000,1370000,43200,22550,24000,360000,54800,111000,143403,28900,294000,23450,97800,117000,12300,27250,19100,37300,5500,140000,17950,16850,256000,87500,33450,10900,245000,228500,37100,37450,98100,49400,248000,38100,107500,414000,191000,124500,422500,147500,32600,488000,24500,49450
